公司名稱,職缺名稱,工作地點,薪資待遇,完整工作內容,條件要求(學歷/科系/經歷),擅長工具與技能,職缺連結
微笑科技股份有限公司,遊戲動畫暨AI影片創作者,台北市萬華區長沙街 2 段 92 號 3F 之 1 (距捷運西門站約410公尺),"月薪32,000~60,000元取得專屬你的薪水報告","【Osmile 微笑科技】遊戲動畫／影片剪輯設計師

工作內容

我們正在尋找對「遊戲動畫、影片製作、數位內容」有熱情的夥伴，加入 Osmile 團隊！

如果你喜歡遊戲、動畫、短影音、AI、3D 或影片創作，希望把創意變成實際作品，歡迎加入我們。

主要工作內容：

1. 遊戲動畫與角色動態設計
2. 產品宣傳影片、形象影片、短影音製作
3. 影片剪輯、特效、字幕、配樂與後製
4. 2D／3D 動畫及視覺素材製作
5. TikTok、Instagram、Facebook、YouTube 等社群影音內容製作
6. 協助製作產品 Demo、App 操作動畫及 UI 動態效果
7. 運用 AI 工具協助動畫、圖片、影片生成與內容創作
8. 與產品、行銷及工程團隊合作，將創意轉化為數位內容
9. 其他主管交辦之視覺設計與多媒體相關工作

我們希望你具備

必要條件：

* 熟悉影片剪輯軟體，如 Premiere Pro、DaVinci Resolve、Final Cut Pro 等
* 具備動畫或影片製作能力
* 對遊戲、動畫、影音內容有興趣
* 具備良好的美感與創意
* 能獨立完成工作，也能與團隊合作

加分條件：

* 熟悉 After Effects
* 熟悉 Blender、Maya、3ds Max、Unity 或 Unreal Engine
* 具備 2D／3D 動畫製作經驗
* 有遊戲角色、場景或特效製作經驗
* 熟悉 Photoshop、Illustrator
* 有短影音、YouTube、TikTok、Reels 製作經驗
* 有 AI 影像／影片生成工具使用經驗
* 有遊戲、美術、動畫或數位媒體相關作品集

我們重視的能力

✔ 創意與視覺美感
✔ 動畫製作能力
✔ 影片剪輯與後製能力
✔ 對新科技及 AI 工具的學習能力
✔ 團隊合作能力
✔ 能將想法轉換成實際作品

薪資

月薪 NT$32,000～60,000
（依學經歷、專業能力及作品集面議）

工作地點

台北市

工作時間

週一至週五，09:00～18:00

歡迎這樣的你

不論你是：

遊戲動畫設計師
影片剪輯師
2D／3D 動畫師
遊戲美術
短影音創作者
AI 影像創作者

只要你有作品、有創意、有熱情，都歡迎加入 Osmile 微笑科技！

請於履歷中附上作品集或相關作品連結，我們期待看到你的作品！

職務類別
AI工程師、資料科學家、演算法工程師
工作待遇

月薪32,000~60,000元取得專屬你的薪水報告

工作性質
全職
上班地點
台北市萬華區長沙街 2 段 92 號 3F 之 1 (距捷運西門站約410公尺)
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
休假制度
依公司規定
可上班日
不限
需求人數
1~2人","條件要求
工作經歷
不拘
學歷要求
專科以上
科系要求
不拘
語文條件

不拘

擅長工具
After Effects、3ds Max、Blender、Unity、Unreal Engine、Premiere、Illustrator、Adobe Photoshop

工作技能
網路活動規劃與執行、數位媒體行銷、內容行銷、媒體企劃、電商營運
其他條件

未填寫

歡迎所有求職者，與
應屆畢業生、
日間就讀中、
夜間就讀中、
研發替代役、
原住民、
學生實習
 等",,https://www.104.com.tw/job/95jal
四零四科技股份有限公司,★歡迎新鮮人★SW Engineer (Linux & RTOS Application / Industrial Protocol) 工業協定模組研發 (ID: 26006U),新北市新莊區中央路239號13樓,待遇面議,"➤ Job Description
隨著工業自動化、物聯網（IIoT）與智慧電網的蓬勃發展，各場域（如電廠、油田、資料中心）對穩定且高可靠度的工業通訊協定需求日益劇增。工業協定（Industrial Protocol）在工業界發展近45年，至今仍不斷湧現新一代的國際標準。Moxa作為全球領先的工業網通品牌廠商，緊跟技術潮流，致力於研發最前沿的工業協定模組。
本團隊所研發的協定模組（著重於 Application Layer）是銷售全球的多條關鍵產品線（如MGate 5121協定閘道器、AIG-301邊緣運算網關）的核心基礎。在這邊，你將有大量與跨部門軟體團隊協作、磨練架構設計的機會。
我們歡迎對Coding充滿熱忱的優秀人才。團隊提供完整的工業協定Domain Knowledge培訓，新鮮人亦可快速上手。本職缺同時開放 Junior Engineer（學/碩畢新鮮人）與 Senior Engineer 崗位，將依據求職者的資歷與技術深度彈性核定。

➤ Purpose of this Position
1.負責研發與維護Moxa全球關鍵產品線之工業協定核心模組，深耕Application Layer核心技術。
2.深入研習與實作多種國際標準工業協定（Modbus, MQTT, IEC 61850, OPC UA, EtherNet/IP等），建立具備市場價值的跨領域 Domain Knowledge。
3.與PM、UI/UX、產品RD、SQA及DevOps等跨功能團隊密切協作，共同實現高品質的產品功能規格。
4.（Senior職級）引領團隊架構優化，主動維護與經營團隊技術主幹（如共用模組、技術標準文件），並主動將前沿技術落地為客戶所需的創新功能。

➤ Major Areas of Responsibility
1.工業協定核心模組研發 (佔80%以上工時)
-負責 Linux 與 RTOS 嵌入式系統環境下的工業協定核心模組開發、移植與優化。
-評估與引進第三方廠商原始碼（Source Code）或開源軟體組件（Open Source Code）進行深度系統整合。
2.跨部門產品實現與介面設計
-與產品研發及 PM 團隊緊密配合，將繁複的國際通訊標準轉化為高效能的產品軟體實作。
-與 UI/UX 團隊協作設計直觀、友好的應用配置介面，並交付前端工程師進行網頁前端實作。
3.軟體品質工程與版本控制
-與 SQA（軟體品保）及 DevOps 團隊緊密合作，導入自動化思維以持續提升軟體交付品質。
-嚴謹執行基於 Git 流程的程式碼管理、代碼評審（Code Review）與持續整合交付。
4.技術經營與傳承優化 (Senior Engineer 專屬職責)
-規劃並優化團隊內部的共用模組架構，撰寫結構化的技術文件以沉澱團隊技術資產。
-持續追蹤新興產業趨勢（如智慧電網、工業物聯網），主動創造兼具客戶價值與技術前瞻性的功能。

職務類別
軟體工程師
工作待遇

待遇面議

（經常性薪資達 4 萬元或以上）

取得專屬你的薪水報告
工作性質
全職
上班地點
新北市新莊區中央路239號13樓
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
每日工時8小時，彈性上下班 (7:00–11:00、16:00–20:00)
休假制度
依公司規定
可上班日
不限
需求人數
1人","條件要求
工作經歷
不拘
學歷要求
大學以上
科系要求
電機電子工程相關、資訊工程相關
語文條件

不拘

擅長工具
C

工作技能
軟體程式設計
其他條件

➤ Required Competencies
1.學歷：大學或碩士以上。
2.科系：資訊工程、電機電子工程或相關科系。
3.工作經驗：應屆畢業生，或具備6年以內相關工作經驗者皆歡迎。
4.精通或熟悉C語言程式設計
5.具備Linux或RTOS嵌入式系統（Embedded System）之軟體研發經驗。
6.資料結構（Data Structures）與演算法（Algorithms）基礎知識。
7.了解TCP/IP網路架構，並具備Socket Programming實務經驗。
8.具備基本的Git版本控制與指令操作經驗。

➤ Preferred Competencies
(以下為加分項，若無相關經驗，團隊亦會提供完整培訓)
1.曾具備任何網路Protocol使用或開發經驗，若有工業通訊協定（如Modbus, DNP3, IEC 61850, OPC UA, PROFINET等）經驗者尤佳。 
2.對DevOps文化、CI/CD自動化流程具備初步概念或強烈學習意願。
3.具備「實事求是」的精神，習慣動手做實驗並透過實測數據輔助決策者。
4.樂於分享技術，具備開放態度，享受團隊桌邊腦力激盪（Brainstorming）的討論風氣。

歡迎所有求職者，與
應屆畢業生
 等
顯示全部",,https://www.104.com.tw/job/8uv2t
環資國際有限公司,程式設計師,台北市萬華區中華路一段90號7樓 或 臺北市中正區衡陽路 42 號 2 樓 (距捷運西門站約280公尺),"月薪45,000~80,000元取得專屬你的薪水報告","本公司為環保資訊業及政府機構委託之顧問公司
主要承接政府部門(如環境部,勞動部,教育部等計畫)，協助政府部門資訊系統開發與維護。近年來也協助政府部門建置生成式AI相關應用系統,包含「新聞稿,文件,法規政策,會議記錄撰寫、業務簡報生成、各類文件AI審查輔助、各類政府專業法律條文解釋函判決書生成...」,讓公務人員透過AI工具減少作業時間提升工作品質。

本公司致力於透過AI技術及工具輔助工作，提升工作效率:
1.每週固定一次AI技術交流分享會: 全公司60多位資訊工程師都參與，每週輪流分享內容涵蓋最新LLM模型或技術實測、POC雛型生成、程式碼生成、測試案例建立、Code Review 、資安弱點分析、開發流程自動化、知識庫文件檢索、 RAG 應用評估檢核、技術文件撰寫...等
2.AI工具補助:提供資訊工程師AI工具訂閱補助

職務類別
軟體工程師、Internet程式設計師、全端工程師
工作待遇

月薪45,000~80,000元取得專屬你的薪水報告

工作性質
全職
上班地點
台北市萬華區中華路一段90號7樓 或 臺北市中正區衡陽路 42 號 2 樓 (距捷運西門站約280公尺)
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
7:30~9:00 為彈性上班時間,午休1.5小時 , 7:30上班最早5:00可下班,依此類推
休假制度
週休二日
可上班日
兩週內
需求人數
不限","條件要求
工作經歷
不拘
學歷要求
專科以上
科系要求
不拘
語文條件

不拘

擅長工具
ASP.NET、C#、MS SQL、ArcGis、GIS

工作技能
軟體工程系統開發、軟體程式設計、資料庫程式設計
其他條件

1. 熟悉C#程式語言，熟悉 MVC 架構、.NET/ASP.NET、Restful API、非同步呼叫等技術。
2. 熟悉基礎 SQL (MSSQL)語法。
3. 了解基本前端語法, JavaScript、HTML、CSS、jQuery。
4. 熟悉響應式網站技術，如：Bootstrap/Tailwind ...等
5. 前端框架 Vue 具備相關開發經驗者優先。
6. 熟悉 git 與 git flow。
7. 具備 Windows server操作與IIS應用伺服器之相關經驗。
8. 熟悉 Linux/Docker 經驗者優先
9. 擅長使用AI輔助開發者優先
10. 擅長 Python者優先

歡迎所有求職者，與
應屆畢業生
 等
顯示全部",,https://www.104.com.tw/job/cl8f
赫日電腦有限公司,（北一區-站前）課程顧問師/業務人員,台北市中正區南陽街13號 (距捷運台北車站約320公尺),"月薪30,000~80,000元取得專屬你的薪水報告","https://www.youtube.com/channel/UCJbbrDyBR11i0WOGMdvFhSA

公司擴大經營，目前在全台有五家分點台北市、新北市、桃園、台中、高雄持續擴大經營！
公司是年輕團隊感情很好，會玩又會賺是我們最大的驕傲
需要熱情有活力以及企圖心強的人員
如果您是愛好學習，喜歡幫助人，對於新的事物都充滿熱情
愛賺錢，也愛人群，就歡迎您加入赫綵

目前招聘的人員以國內內勤業務為主，不屬於外勤型的業務工作類型
不是直銷的業務型式，更不是保險業務相關的工作
無須額外自行開發通路 讓業務工作不再如此困難
公司提供完整培訓及透明的升遷制度
歡迎喜歡挑戰自我及高薪獎金與有更好發展的你

【基本職務內容如下】
1、電話聯絡約訪（大量名單與通路不用對外陌生拜訪）
2、學員服務及關係建立（是學員也可以是朋友）
3、課程銷售輔導與就業關心

幫學生規畫學習路程，接著陪他走完
（電銷、面談、銷售課程，後續課程規劃及排課服務）

*不用跑外面陌生開發
*主要通路：網路活動名單、展場名單、校園名單、招牌廣告
*全台灣第一大間設計學院，和同行電腦補習班有極大差異，師資採業界設計師、高規格設備、類遊戲公司工作環境，另有輔導學生接案
*銷售內容：電腦設計課程，內容如下：
平面設計包含Cis企業識別系統/輔導廣告專案整合、網頁設計、Ui視覺介面設計、遊戲美術企劃設計、Unity App遊戲設計、室內設計autocad/SketchUp/3dsmax/乙級證照、Maya 動畫設計、工業產品設計、影視特效動畫設計、keynote簡報課程、3D列印技術，Painter數位繪畫、輔導創業接案媒合等

不用擔心以上看不懂，會有完整一個月教育訓練

【加分條件】
曾擔任銷售業務性質工作

【上班時間】
早班 09:00-18:00
中班 10:30-19:30
晚班 13:30-22:00
月休 8-10 天（排休制）
配合多數學員時間, 晚班及假日最能夠賺到錢！
保障底薪，高額獎金，月薪平均4-8萬，Top sales 8~20萬，挑戰獎金無上限！

【公司福利】
1、每季一次公司季聚餐
2、學院內會有不定時下午茶
3、公司每年會有兩次員工旅遊，一次國內一次國外喔！
4、婚、喪、生育補助及生日禮金
5、勞健保及勞退保障
6、完整且順暢的晉升管道
7、完整的教育訓練教材
8、享有三節獎金

每年固定國內外旅遊，因為是一個年輕的團隊，所以每次的旅遊都會辦玩很大遊戲！
（2017東京2018泰國 2019澳洲 2023韓國 2024沖繩 2025越南）
福利優，享有生日獎金、三節禮金、年終獎金、員工季聚餐、榮譽宴等
完整升遷制度，就算年紀輕，沒有學歷，還是可以升主管學管理，大家都是同個起跑點
歡迎加入赫綵大家庭

職務類別
國內業務、電話行銷人員、門市／店員／專櫃人員
工作待遇

月薪30,000~80,000元取得專屬你的薪水報告

工作性質
全職
上班地點
台北市中正區南陽街13號 (距捷運台北車站約320公尺)
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
晚班
假日班
排班說明
需輪班
休假制度
依公司規定
可上班日
不限
需求人數
1~8人","條件要求
工作經歷
不拘
學歷要求
大學、碩士
科系要求
不拘
語文條件

不拘

擅長工具
不拘
工作技能
不拘
其他條件

未填寫",,https://www.104.com.tw/job/93qah
昇捷頌科技股份有限公司,前瑞/WPF-UI工程師,新北市新莊區中正路649號6樓,待遇面議,"C# WPF / Web

1.UI開發與維護，開發桌面應用程式以及WEB的使用者介面。
2.與資料庫工程師溝通，制定資料互動方式。
3.優化UI效能與穩定性，改進UI Bug。
4.專案協作，與PM及客戶溝通畫面規格。
5.出機環境架設與安裝。
6.使用Azure Repos進行版本控制，具備相關經驗

職務類別
軟體工程師、全端工程師、Internet程式設計師
工作待遇

待遇面議

（經常性薪資達 4 萬元或以上）

取得專屬你的薪水報告
工作性質
全職
上班地點
新北市新莊區中正路649號6樓
管理責任
不需負擔管理責任
出差外派
需出差，一年累積時間未定
上班時段
日班
休假制度
週休二日
可上班日
一個月內
需求人數
不限","條件要求
工作經歷
不拘
學歷要求
專科以上
科系要求
不拘
語文條件

不拘

擅長工具
ASP.NET、C#、Visual C#、Visual Studio、MS SQL

工作技能
系統架構規劃、軟體工程系統開發、軟體程式設計、資料庫程式設計
其他條件

1.有視窗程式開發經驗者佳。
2.熟悉C#。
3.具獨立作業能力。
4.SQLite、MS SQL。
5.HTML、CSS、JavaScript。
6.軟體除錯。

歡迎所有求職者，與
應屆畢業生
 等",,https://www.104.com.tw/job/8cxb7
典通股份有限公司,軟體專案管理師/經理,台北市中正區愛國西路9號7樓 (距捷運小南門站約400公尺),"月薪40,000~60,000元取得專屬你的薪水報告","DKABio正在尋找一位具備 App與系統平台開發經驗、擅長系統邏輯與用戶體驗規劃的產品經理，負責健康管理app與相關平台系統開發規劃、合作洽談等工作。需跨部門協調，設計推廣活動，並與客戶或合作夥伴協調聯絡，以持續優化會員應用服務平台。


工作任務包含：
1.收集市場訊息、分析趨勢，研究潛在服務對象需求，持續完善APP與系統服務運作模式。
2.制定開發計畫，拆解任務並設定里程碑，確保專案在時程、預算與品質內完成，並能預判開發過程中的技術或時程風險，並即時提出應變方案。
3.協調各部門，例如業務需求與技術研發等不同角色，排除開發障礙。
4.進行需求分析並產出規格書、流程圖或原型（Wireframe）等交付文件。
5.負責APP與系統產品地圖規劃，可串聯相關合作對象，制定並執行推廣計畫。
6.參與使用者服務及健康社群經營，以持續修正系統服務。

我們在尋找喜歡變化、熱愛挑戰，能共同探索大健康產業市場並推動創新數據應用服務的夥伴，歡迎對健康大數據應用有熱情者加入我們的團隊。
你可以透過以下聯結認識我們：
https://www.dkabio.com/

職務類別
產品管理師、軟體專案管理師、軟體專案主管
工作待遇

月薪40,000~60,000元取得專屬你的薪水報告

工作性質
全職
上班地點
台北市中正區愛國西路9號7樓 (距捷運小南門站約400公尺)
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
休假制度
依公司規定
可上班日
一個月內
需求人數
1人","條件要求
工作經歷
不拘
學歷要求
大學、碩士
科系要求
不拘
語文條件

中文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通

英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等

擅長工具
Word、PowerPoint、Excel

工作技能
行銷策略擬定、業務或通路開發、公關新聞稿撰寫與報導、公關活動規劃與執行、社群媒體經營管理、品牌知名度推廣、專案成本╱品質╱風險管理、網路活動規劃與執行、提案與簡報技巧、異業合作規劃與執行、品牌行銷管理、專案管理架構及專案說明、專案溝通╱整合管理、專案規劃執行╱範圍管理、專案時間╱進度控管
立即參加簡報認證
其他條件

1. 有大量跨領域溝通需求，期望能規劃與掌握團隊工作進度與成果，具APP開發、UI/UX經驗者尤佳。
2. 精通Word、Excel、PPT等文書處理工具。文字組織能力優，並能發現、釐清並提出具體解決方案與執行。
3. 具備創新思維。細心與耐心必備，邏輯思考、表達能力佳，對數據敏感。
4. 重視用戶體驗，關注產品細節，熟悉網路使用生態，對電商或大數據等趨勢發展有高度熱忱。",,https://www.104.com.tw/job/76wmo
墨宇股份有限公司,實體教學講師｜UIUX,台北市中正區開封街 1 段 6 號 1 樓 (距捷運台北車站約310公尺),"時薪1,200元取得專屬你的薪水報告","XLAB AI 實驗室專為尋求職涯轉型與成長的成人打造，結合 AI 趨勢學習、專案實作與共學社群，透過專業導師指導與實戰課程，協助學員將學習成果轉化為實際職場技能，開啟新世代職涯可能。

講師將帶領學員以實戰導向的方式，學習如何將 AI 工具融入設計流程，從使用者研究、構思草圖、介面設計到原型測試，掌握 AI 驅動的設計思維與實務技能。


【工作說明】
- 具備 AI 輔助設計應用經驗 的 UI/UX 講師。
- 能示範並運用生成式 AI 工具（如 ChatGPT、Midjourney、Figma AI、Uizard、Framer AI 等），協助學員理解如何以 AI 提升設計效率、創意與專案產出品質
- 可配合週末授課時段（每週六、日 13:00–17:00）

【薪資福利】
- 講師鐘點費：1,200 元／hr
- 協助您打造個人品牌，成為專業的人氣名師

【只處理透過以下連結申請的應徵者】
 **申請方式** 
從申請到上線授課只需要三天！
寄出個人履歷＆作品集  → 線上面試→ 教學培訓→  正式上線開始授課

請將你的
✔ 履歷
✔ 作品集或專案案例
寄至：pm@teachcake.com
寄信標題：
［應徵］實體教學講師｜XXX＿姓名
範例：［應徵］實體教學講師｜UIUX＿王小會




職務類別
升學補習班老師、其他補習班老師、電腦補習班老師
工作待遇

時薪1,200元取得專屬你的薪水報告

工作性質
兼職 - 長期工讀、短期工讀、假日工讀
上班地點
台北市中正區開封街 1 段 6 號 1 樓 (距捷運台北車站約310公尺)
上班時段
日班
假日班
每週六、日 13:00–17:00
休假制度
依公司規定
可上班日
不限
需求人數
不限","條件要求
工作經歷
不拘
學歷要求
專科、大學
科系要求
不拘
語文條件

不拘

擅長工具
不拘
工作技能
不拘
其他條件

未填寫",,https://www.104.com.tw/job/8w073
赫日電腦有限公司,（北一區-館前）課程顧問師/業務人員,台北市中正區漢口街一段3號4樓 (距捷運台北車站約380公尺),"月薪30,000~35,000元取得專屬你的薪水報告","https://www.youtube.com/channel/UCJbbrDyBR11i0WOGMdvFhSA

公司擴大經營，目前在全台有五家分點台北市、新北市、桃園、台中、高雄持續擴大經營！
公司是年輕團隊感情很好，會玩又會賺是我們最大的驕傲
需要熱情有活力以及企圖心強的人員
如果您是愛好學習，喜歡幫助人，對於新的事物都充滿熱情
愛賺錢，也愛人群，就歡迎您加入赫綵

目前招聘的人員以國內內勤業務為主，不屬於外勤型的業務工作類型
不是直銷的業務型式，更不是保險業務相關的工作
無須額外自行開發通路 讓業務工作不再如此困難
公司提供完整培訓及透明的升遷制度
歡迎喜歡挑戰自我及高薪獎金與有更好發展的你

【基本職務內容如下】
1、電話聯絡約訪（大量名單與通路不用對外陌生拜訪）
2、學員服務及關係建立（是學員也可以是朋友）
3、課程銷售輔導與就業關心

幫學生規畫學習路程，接著陪他走完
（電銷、面談、銷售課程，後續課程規劃及排課服務）

*不用跑外面陌生開發
*主要通路：網路活動名單、展場名單、校園名單、招牌廣告
*全台灣第一大間設計學院，和同行電腦補習班有極大差異，師資採業界設計師、高規格設備、類遊戲公司工作環境，另有輔導學生接案
*銷售內容：電腦設計課程，內容如下：
平面設計包含Cis企業識別系統/輔導廣告專案整合、網頁設計、Ui視覺介面設計、遊戲美術企劃設計、Unity App遊戲設計、室內設計autocad/SketchUp/3dsmax/乙級證照、Maya 動畫設計、工業產品設計、影視特效動畫設計、keynote簡報課程、3D列印技術，Painter數位繪畫、輔導創業接案媒合等

不用擔心以上看不懂，會有完整一個月教育訓練

【加分條件】
曾擔任銷售業務性質工作

【上班時間】
早班 09:00-18:00
中班 10:30-19:30
晚班 13:30-22:00
月休 8-10 天（排休制）
配合多數學員時間, 晚班及假日最能夠賺到錢！
保障底薪，高額獎金，月薪平均4-8萬，Top sales 8~20萬，挑戰獎金無上限！

【公司福利】
1、每季一次公司季聚餐
2、學院內會有不定時下午茶
3、公司每年會有兩次員工旅遊，一次國內一次國外喔！
4、婚、喪、生育補助及生日禮金
5、勞健保及勞退保障
6、完整且順暢的晉升管道
7、完整的教育訓練教材
8、享有三節獎金

每年固定國內外旅遊，因為是一個年輕的團隊，所以每次的旅遊都會辦玩很大遊戲！
（2017東京2018泰國 2019澳洲 2023韓國 2024沖繩 2025越南）
福利優，享有生日獎金、三節禮金、年終獎金、員工季聚餐、榮譽宴等
完整升遷制度，就算年紀輕，沒有學歷，還是可以升主管學管理，大家都是同個起跑點
歡迎加入赫綵大家庭

職務類別
櫃檯接待人員、國內業務、電話行銷人員
工作待遇

月薪30,000~35,000元取得專屬你的薪水報告

工作性質
全職
上班地點
台北市中正區漢口街一段3號4樓 (距捷運台北車站約380公尺)
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
晚班
假日班
排班說明
需輪班
休假制度
依公司規定
可上班日
不限
需求人數
1~8人","條件要求
工作經歷
不拘
學歷要求
大學以上
科系要求
不拘
語文條件

不拘

擅長工具
不拘
工作技能
不拘
其他條件

未填寫",,https://www.104.com.tw/job/93qb4
聰泰科技開發股份有限公司,AI深度學習工程師,台北市中正區忠孝東路二段88號18樓 (距捷運忠孝新生站約390公尺),待遇面議,"聰泰科技在影像領域深耕超過30年，業務範圍涵蓋影像採集、轉換及串流服務。我們致力於打造立足全球市場的影音軟硬體系統服務。
AI深度學習工程師職位將負責以下工作： 
- 資料維護：負責收集、整理和維護相關的影像和數據，以支持深度學習模型的訓練。 
- 模型訓練：參與深度學習模型的設計、訓練和優化，以實現影像處理、分類、檢測等任
   務。  
- 應用程式開發：開發應用程式，將訓練好的模型應用於實際場景，並與前端工程師協作實 
   現完整的解決方案。 



職務類別
軟體工程師
工作待遇

待遇面議

（經常性薪資達 4 萬元或以上）

取得專屬你的薪水報告
工作性質
全職
上班地點
台北市中正區忠孝東路二段88號18樓 (距捷運忠孝新生站約390公尺)
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
休假制度
週休二日
可上班日
不限
需求人數
不限","條件要求
工作經歷
不拘
學歷要求
專科、大學
科系要求
不拘
語文條件

英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等

擅長工具
不拘
工作技能
不拘
其他條件

- 熟悉深度學習，具備相關的理論知識和實踐經驗。
- 熟悉 C/C++ 程式語言，能夠進行高效的編程和優化。
- 具備影像處理和計算機視覺相關知識者優先。


歡迎所有求職者，與
應屆畢業生
 等",,https://www.104.com.tw/job/68t3v
藝珂人事顧問股份有限公司,★龍頭金控集團【JAVA程式設計師】#均薪16個月起 #工作穩定 BIS_201,台北市中正區(南港),待遇面議,"【工作內容】
1.負責產險核心及週邊系統開發、測試及維護。 
2.需求分析、系統設計及系統文件撰寫。
3.內部軟體開發流程改善及整合。
4.協助新技術的引進及系統優化。

【上班時間】
08:30 - 17:30 
周休二日 見紅休
 
【上班地點】
－台北市南港區(南港軟體科技園區)
 
【應徵條件】
1.大專以上畢業資訊管理或資訊工程相關科系尤佳。
2.具備系統開發維運5年。
3.具備JAVA Springboot程式開發與資料庫設計、前後端分離開發技術、可獨立完成前後端網站開發。
4.善於溝通協調，具備問題分析與解決能力經驗、邏輯思維能力，針對工作提出更好的建議。





職務類別
前端工程師、後端工程師、軟體工程師
工作待遇

待遇面議

（經常性薪資達 4 萬元或以上）

取得專屬你的薪水報告
工作性質
全職
雇用類型
代企業徵才
代徵企業
金融控股業
上班地點
台北市中正區(南港)
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
休假制度
排休
可上班日
不限
需求人數
1人","條件要求
工作經歷
不拘
學歷要求
大學以上
科系要求
不拘
語文條件

不拘

擅長工具
不拘
工作技能
不拘
其他條件

未填寫",,https://www.104.com.tw/job/8ytr8
臺灣網路認證股份有限公司,數位轉型/身分識別/電子簽章 服務 產品經理/產品管理師【福利佳】,台北市中正區延平南路85號10樓 (距捷運西門站約290公尺),待遇面議,"本公司為臺灣證券交易所投資之子公司，在金管會支持下成立「TWID 身分識別中心」，我們提供了多元身分認證服務，包括與三大電信公司合作提供「Mobile ID 門號認證服務」，透過手機就可以進行實名認證，109年度起綜所稅申報的行動電話認證、健保署疫苗預約與口罩預購、各大銀行、證券等金融機構均是採用本公司的服務。

在零接觸的發展趨勢下，身分識別及電子簽章之需求大幅增加。身為臺灣身分識別服務的領頭羊，你可以透過這個工作接觸多元的產業，拓展視野，我們亦有完整的教育訓練，歡迎有良好學習態度與工作熱忱的你加入。主要工作內容如下：

1.	協助公司創新產品的初期市場推廣，將產品概念製作為可展示的產品雛形，以探詢市場需求。
2.	依照不同領域的客戶，規劃符合其應用場景的簡報展示情境，強化客戶對產品/服務的理解及場域導入。
3.	負責撰寫客戶端產品簡報，具備清晰的表達能力；並能有效地與內部團隊及主管進行溝通。
4.	具宏觀的思考，可獨立分析公司產品在各領域可能的應用情境和用戶需求，並基於這些分析制定產品策略和路線圖。
5.	負責產品的規劃、設計和推廣，且需與跨職能團隊（例如業務、開發、專案、維運、營銷等）緊密合作，確保產品的成功執行。

職務類別
產品設計師、產品管理師、產品經理
工作待遇

待遇面議

（經常性薪資達 4 萬元或以上）

取得專屬你的薪水報告
工作性質
全職
上班地點
台北市中正區延平南路85號10樓 (距捷運西門站約290公尺)
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
9:00~18:00
休假制度
週休二日
可上班日
一個月內
需求人數
1人","條件要求
工作經歷
不拘
學歷要求
大學以上
科系要求
市場行銷相關、資訊工程相關、資訊管理相關
語文條件

英文 -- 聽 /中等、說 /中等、讀 /精通、寫 /中等

擅長工具
不拘
工作技能
不拘
其他條件

§ 具備技能 §
一、出色的分析和解決問題的能力；
二、強烈的用戶和市場洞察力；
三、出色的溝通和團隊協作能力。

§ 加分條件 §
一、擁有技術背景或能夠與技術團隊有效溝通；
二、具備金融科技服務相關經歷；
三、擁有數據分析、用戶研究及使用UI/UX(如Figma)工具的能力；

§ 其他要求 §
一、具有創新和自我驅動的精神；
二、能適應快節奏和不確定性高的工作環境；
三、對所工作的產品領域有熱情。

歡迎所有求職者，與
應屆畢業生
 等
顯示全部",,https://www.104.com.tw/job/7db3q
